21 11315 36455
-19.83870318768177
4.683509010233356
47.33992539430277
-19.71638649683469
8.283708639775314
46.22202637814147
-19.61378928535152
10.76828147064118
-0.05777588005682332
-18.5184154792381
48.23590518700359
1.538686351144501
-19.00506611504742
-5.014656578607669
14.13871770783245
-18.99819073743756
-16.9460569995021
0.2675951052689765
-18.39011006812293
48.16828414841476
0.1094790719686098
-18.39707088616638
48.15978923047368
-0.2875559067919027
-18.3834579526224
48.31380293766053
-0.7174575996481257
-18.38721725894225
47.92551582394595
66.12862903041396
-19.68982358632172
-85.42129984987977
7.843257764158165
-18.44568556092139
-9.564496998041967
4.796265340269443
-18.08164170717185
-7.668568583912499
1.517223914850258
-17.90470670807484
-4.666445959661832
197.6098087014766
-18.49688651058129
-314.1732480025279
59.52630284419724
-17.89910092270821
-76.99144308937845
47.95366310755682
-17.91354249559552
21.44501679023266
53.45915493938108
-17.83061273766741
-69.03501647172695
2.710453918477661
-17.73485743169584
-5.748763138547988
53.20331196058737
-17.85583813302257
25.65794870935714
50.38506071627679
-17.7655133158858
3.258909402779079
46.19666093420356
-17.68268407037706
19.75085803689655
46.74016063478951
-17.65148190363991
8.475061161678182
-10.04744475071158
-17.54833092791445
1.675923624893973
-6.654818035948413
-17.18568698935969
1.596420692176129
50.08170857693988
-15.11078345322064
-64.9001565934761
65.5195781101954
-14.54245851947344
-85.37199424537938
51.23410481490419
-14.64186646763453
-66.93484952212434
83.8483181132781
-14.66285194129583
-53.13539668313016
697.8967703808135
15.69079203724261
-973.3791429507621
16.98333391643418
-14.29239967758529
-20.4740513148382
59.46218820368643
-12.3219459383554
-77.12278898972129
16.02736210466286
-14.27641081221065
-19.26960825567505
46.17106956995761
-14.6431421711861
11.47606140441247
46.08121774276048
-14.45796074000713
15.65907118988921
31.4840540100686
-13.04930349276254
-38.41994777604564
25.3971623862772
-13.35838300013915
-30.87680095914127
9.753545561819102
-13.59662906809331
-13.83063259153525
18.50652573328879
-12.81438815424815
-22.55309989008659
60.17522539882907
-12.20128608411677
-15.46018640183958
50.83161781052335
-12.92454931094474
-0.4393085126171193
17.87145323565931
-12.66890434736936
-21.76184828654879
17.77823891938582
-12.68279557967441
-21.55332247373131
214.3380681171408
1.818768741507142
-341.9670410154279
1.671899284527576
-13.440629160208
-4.731093257724348
56.77986798161096
-12.08306137985934
-10.37663963265667
695.8415952085485
34.32153190259919
-971.1307374912334
0.2058430981145773
-13.38814589702389
-3.357540795821392
80.08065515081535
-10.16675134153632
-46.98010948010621
683.9797447338473
35.37734592200447
-980.250378658539
-0.5387999738323954
-13.30674301456373
-2.456207003816612
2.42845553676096
-12.75259130821705
-5.645363910097629
82.37813306348721
-9.276264807739178
-50.54660902640946
50.28331783209924
-11.70681778718987
3.686849625558645
80.30016874303071
-8.751009584575939
-47.16293146220698
-2.034283987003111
-12.53974096759267
-1.376656110215819
47.08246521747125
-11.8749537688259
9.610187137117842
-2.416886468055019
-12.50210911710609
-1.137574503001706
703.5532787435778
47.67428582398246
-989.9878286835227
80.47559372479266
-8.335428473136458
-46.71001410244671
51.82524376513991
-11.91190803858381
23.79671834865443
47.44143833264473
-7.787237048292313
-60.98189418782724
46.5947384239724
-11.10705244070843
10.40315142334683
27.92821534743197
-8.855020530228909
-34.43505909415934
16.8055671244072
-9.273226185231204
-20.42203832426559
-7.618613853918581
-11.07613903233112
1.811811305488759
-13.27593574602092
-10.59359156137214
1.335546753536304
10.34533667996801
-8.724670734742556
-13.45366628917328
79.10768797876609
0.5378797223219721
-114.9509103150533
50.19057823360315
-8.099726127015836
2.981135464500648
-7.352668161557701
-9.98307222275478
1.39600400019791
46.23490913694189
-8.608218466489582
16.40486783776907
46.95238415754331
-8.04567106161047
10.52774843212731
82.22899536178237
2.553780495944062
-111.9173257095087
-7.348446721324789
-9.340995091518264
1.588811474673284
79.61621876671965
3.219906071822408
-116.6226182914815
46.57052844496632
-7.823087014053294
14.38712893158799
28.66404333115983
-3.995122836858182
-35.25454044835311
50.43077408571869
-5.837070527112266
3.564562213291042
45.97841680694784
-6.53452940541163
12.67784719597317
46.2530369998771
-6.426241407096018
16.37490885087918
16.71329005238798
-4.253373753120331
-20.37541255812763
48.88854728219155
-6.064150018026986
21.27254341091689
9.526861147373962
-4.438036963989348
-13.70132866985928
14.78612527521599
-3.577367223168951
-18.17565356677813
79.45831844020135
10.08937151101858
-121.1885216752095
53.61997276242526
-5.563170055225754
24.49133922531373
-12.55171294032325
-6.591723191952446
1.28761751592033
-9.966423149631654
-6.413170305258949
1.020687478549734
13.97932820176036
-2.971852687843049
-17.32718615322867
50.11939304546816
-2.838897659138674
2.943641089752759
-5.708998889337063
-5.721732504447986
0.1688216767829433
50.49985220957186
-2.795772614332845
3.330442916726609
3.299830850093485
-4.343967974038521
-6.862076058815821
-9.186501363191933
-5.85382549014223
1.089279558881652
13.56100142587503
-2.602997688570948
-16.94712925785988
50.10442054680447
-2.348631853652495
2.949300020239658
50.63012804320856
-2.306616608667217
3.222795271939746
9.052079748277675
-2.887130848822771
-13.30159875252868
-15.50120254000302
-5.561828590440946
0.6965206801909548
23.21924307176
0.1774420477975038
-28.90666321053492
19.28213766358272
-0.5624176436123992
-24.13669880711282
47.35979705246424
-2.115451926983672
9.062985345128292
24.29754598434128
1.125888051027236
-30.19713667663328
24.21803267536518
1.104658626228999
-30.01828346671478
-11.54752442069728
-4.79474009982773
1.745369162209321
-11.54752442069728
-4.79474009982773
1.745369162209321
-9.002848629101715
-4.411264971186978
0.9075068433300891
-15.71833496902761
-4.4534750282842
0.1204904266265997
71.60770772082027
5.197696368458517
-30.76741220842113
17.41838451066995
0.9272971570237591
-20.5488989176209
47.85871604854395
-0.2140009662905408
8.217360374757972
49.77836066485298
0.5746730053738353
3.328027460927102
49.69855340445402
0.5522940418021535
3.418871017016174
49.55132879462327
0.8104808837050197
1.750403098266034
46.16899815313372
-0.4634548386140037
11.87087365731673
50.38822584210547
2.187119573144479
3.430669999234042
1.799822584238544
0.04522434093318277
-5.408638257601012
46.23837006428969
1.395630757787419
16.98120522956985
49.53104631738191
1.034243988582636
21.43907102726866
49.50797272157715
1.027227221534462
21.46911507945755
53.17706375466167
1.051422947639763
24.13240690192472
-8.848791559644791
-0.4279494203319529
1.353606678594385
22.44253157220494
6.920485035820154
-28.25282768025606
-12.35701534825233
-0.3728482169393048
1.296341030211539
-9.257646935442681
-0.1166427456195845
1.417403348418077
-11.12078228383975
-0.1897740596827508
1.351497359849822
53.29582930491353
2.075267405994826
23.41782276280088
-4.826153681671119
1.107570203023373
0.1962439577177884
17.12696331887613
9.62884692065607
-32.12471251764944
74.19267743873684
15.07602149097633
-30.28467094173788
-6.970410445476816
2.406088447787375
0.8310592309049927
112.7352692711701
22.1576589146705
-43.55021806406393
-0.7792106850665871
4.457779255452543
-2.571264224776098
-8.497960908159712
3.834333346251025
0.8721080644390719
-8.625531342348784
4.175478737404685
0.5749379227977774
-6.562394491614381
4.732254026232554
-0.03281579894905379
-6.990781445649542
4.615434231045312
0.629400765608829
1.346593670167674
6.823284975162074
-3.940157352708815
-9.430701341204385
4.704316029985064
1.046065331934646
-11.29844498068607
4.578336631950521
1.103522973330927
-8.764108466839371
4.934571212465482
1.0166841866742
-8.823481677631685
4.876914344922841
1.249642061284092
0.634725747374597
7.013524036110925
-3.763785089406238
-10.6056811914531
5.044798226498855
0.5827001013522579
-7.143273140776354
5.438135759692241
0.4682323518785008
-6.845607530393854
5.548260052702672
0.3947800948420679
-14.18013841785516
4.679926155803013
1.020106511234983
-12.1922464107165
5.342558399116747
0.8903706386389917
-9.219751072111647
6.305101715598853
0.7695722658600501
-3.876648588083151
7.171042368834783
-0.2735589527716585
-15.61898361850994
6.109719023687575
0.06219014172055509
-15.63340307990766
6.314568162178487
0.2535009772229014
-14.43552796434245
6.516508870369669
0.5817325225075227
-5.115370764316513
8.128046790975411
-0.1971219522376647
-15.25177610831559
8.403088710465514
-0.0123241929236818
-15.24597571101254
8.715463804265383
-0.02580532582134976
-4.512135550966013
11.70246180638267
-0.5528848655505846
-15.94937947899362
11.4833578718146
0.03739116496124146
-9.475237458354647
-24.99005479404723
1.540773230782693
-9.475237458354647
-24.99005479404723
1.540773230782693
-8.984805272471528
-24.97358274954621
1.606317359252058
-8.984805272471528
-24.97358274954621
1.606317359252058
-9.543501691603909
-24.8125361999601
1.566655737355779
-9.981976288506441
-24.79521257906463
1.639745577411102
-9.395998395162252
-24.6782229132103
1.557741811552761
-9.846004499648719
-24.65673142789646
1.627074645969446
-10.371217048584
-24.53562794989263
1.382500357774152
-3.706914784826026
-24.04657324115997
1.373608002308861
-3.706914784826026
-24.04657324115997
1.373608002308861
-0.4672414215463958
-21.6554570415948
47.76917671766743
15.77161811723576
-25.30618105528509
-18.9285821726771
-0.4699969148336193
-21.38021256146701
47.61946808661896
-0.3786030478168231
-21.26889126729747
47.87419619998795
-0.3074758749242318
-21.22293008591911
47.93542081496101
0.1707235764180442
-21.16587539374872
48.00517156181932
-0.4306560817704335
-20.96519499303106
47.98107606989748
0.2276593726571817
-20.96053439219563
48.08382865419301
0.3741250993655274
-20.89259570018111
47.97182000085594
-0.3074288585841647
-20.45545496783802
47.91641242510293
-0.1805611617213181
-20.41352077987094
47.92112844787585
31.79897641767971
-24.1882380739743
-37.87973167238116
-0.5104619491230141
-20.26388837300864
47.36661609149411
13.57896978994486
-22.67219744478584
-16.28968490128115
-0.4337036926726077
-20.21519561779844
47.75203542651421
-4.020200014405143
-21.56977193608232
-0.1599140327715425
-4.020200014405143
-21.56977193608232
-0.1599140327715425
-4.711791796732974
-21.53630663870068
0.4141126342546547
-4.711791796732974
-21.53630663870068
0.4141126342546547
-5.111662564693269
-21.52444036805707
0.5312635764646489
-5.111662564693269
-21.52444036805707
0.5312635764646489
49.98934271265669
-22.45059959863026
3.172399184873472
50.75445298980262
-22.44584175084712
3.102299170048265
13.60025972564905
-22.14957405768495
-16.35780138823387
1.887168784374822
-21.19343989917684
-4.070223527448607
1.269440714137852
-21.129284821241
-3.646929842428401
-3.173846164526573
-20.96490915582164
-0.6575554829641027
-13.6956201199767
-20.61570605261739
1.391397587601116
0.1293305189129242
-19.63326299306945
48.09934171286026
-6.137542263965752
-20.59574002867566
2.229095790815521
23.28784487038208
-21.69997664498255
-27.10837307111468
-0.1447461360240602
-19.29138099254796
47.93634434013752
-0.5156210951062871
-19.30323283971183
47.84491502065055
54.11446852695225
-21.32430110896567
-81.49058788873597
46.18105786086645
-19.49536707081813
13.49694638932385
22.6906592332084
-19.64849731326617
-26.45230420290969
-0.5777714326632527
-18.5367232807647
47.8902099067131
-0.6298455469242734
-18.53289715777668
47.95283502074546
-0.8214827796598975
-18.53875150407066
47.68556766361571
0.3804891417220972
-18.53047757425766
48.12712367817417
-0.2719212519715004
-18.51989839534806
48.15249821741451
-0.4452532637734167
-18.52490911503001
48.03560242016115
46.41406520156597
-19.1480525837805
19.02471605495957
49.02991137204514
-18.02443901289138
4.996267820497232
13.66991666953748
-17.7977662872389
-16.51230649659699
44.48938081560242
-17.71765245659446
13.59341671110265
-10.46855563910109
-17.57815797652073
1.622732047133281
-9.042443469155305
-17.43263135293201
1.710528526495997
-9.000949371731751
-17.43535613242815
1.618679639565028
53.97971695228411
-17.44177073743351
26.161240589581
53.22578102408426
-17.43193803216429
25.65151280584904
57.67655060437363
-16.25731138383569
-73.7952315447229
50.03362439388888
-16.62451478165888
3.243117764999899
50.65937380472855
-16.55310742877738
3.30358725773449
63.62169067904068
-15.03193253146075
-82.88875273616287
63.6539767041148
-15.0371293805487
-82.93074648007344
46.63907101727538
-16.12907799249353
15.55155859626694
31.36611349645526
-15.23704988293511
-38.10804482861053
81.78939258971259
-13.93430373814696
-49.93908248873527
690.1154664983385
11.1920243075469
-965.9409924756167
46.16159391528502
-14.67080392695577
14.24981642788928
22.60573408427836
-13.91654377058014
-27.3426546166904
15.22690373646948
-14.23578708278123
-18.27445633771198
15.75119303319039
-14.01031350452815
-19.1498368167905
63.75885665479343
-10.55016800399919
-83.10476157157078
53.37193518595625
-13.06335718280357
-4.428531804560088
215.2590803960074
1.104551071504915
-341.9982332118604
680.5298365792921
31.74434016699274
-978.6387925524707
61.19883262284922
-9.767839824364609
-80.94572778177485
14.8866916756215
-12.50093281877968
-17.95449104403286
60.47573203212353
-9.246799491109861
-80.20126517660132
49.12929969951693
-11.93386611353746
2.151430545322163
703.8523532462411
43.83639483355175
-991.0587992240096
46.07871785798745
-12.28937893267145
14.36783187242667
49.91784938216444
-11.70495371391419
3.327290081589308
46.28571320758735
-12.32332976960029
16.44311802954452
10.04289908958341
-11.58545586797972
-14.14400964097242
47.35239503974534
-11.67838059768828
8.965904753091314
210.4340740689241
8.577621888098966
-343.4259489664428
46.02970318471746
-11.58648276237424
12.00587002569308
16.99655396362186
-10.63930735126115
-20.5862615137912
46.06472092507892
-11.52461413444598
13.38872343926643
46.43133043213173
-11.4456765699133
13.36056416713732
29.92019420533896
-9.427830726627707
-36.05222579742924
14.14770147151485
-10.29149325565852
-16.70976644108479
46.13675444706407
-10.78389555936732
11.38029456640743
210.7264336899748
14.5999048534388
-344.0667389104937
-8.568353772836804
-11.16361976993326
1.812652908245165
50.31404068889751
-9.218406495775088
3.671782981675193
-3.529892733756898
-10.60182599099544
-0.9515573264613154
-4.988166605383577
-10.56014452099958
0.3536136140942432
46.04881750435003
-9.568354208429678
13.60545533066258
4.932469028408395
-9.573010372516931
-7.684278859973432
49.99472962556391
-8.690230523795089
3.236929342833615
80.05591277660562
0.7078712607600584
-113.9501398014732
80.05591277660562
0.7078712607600584
-113.9501398014732
9.874642487528504
-8.44864839819304
-14.04918736894465
46.26720982327033
-8.939376388317571
16.37906099831228
-16.17535378968451
-10.11698194660437
0.3349799707847118
81.41612838349528
1.517606198165128
-112.1477505237791
3.215209515986598
-8.721018003603801
-6.655991515627837
53.62425175923718
-6.779483014183005
-4.762707128939666
78.68453784234099
2.25128502263304
-114.9055458551518
47.82408215659913
-7.552369099506517
9.423504065431924
81.55849000336075
3.03898420327059
-113.0118983801033
81.54520874877851
3.116581635109951
-112.9254815990451
46.26054003413962
-8.041940098982231
16.37819380504016
76.0064600989644
-2.225942670875876
-38.70063217818765
76.0064600989644
-2.225942670875876
-38.70063217818765
50.02423055020401
-6.620606302018081
4.624889373175225
2.160058452068959
-7.112462773508915
-5.475311757437423
-2.910811541904463
-7.566613351514182
-0.9290360295553328
19.66129939999335
-4.441180656394618
-24.54258728249423
20.89245990987051
-4.18036212788347
-26.32367274406209
28.04396784090074
-2.645849767286681
-34.76889793348686
46.0889839717774
-5.969903574261973
14.41530347684457
78.44279469754947
7.433128901180289
-114.557897950339
46.08639498072446
-5.780423224133695
14.48703850365805
17.30662945340444
-3.890148509544668
-20.94991325107125
46.21548783963676
-5.761847830492123
15.09273171249555
45.90050657434438
-5.600990525227008
13.32290623806327
49.74872878831315
-4.429194128913814
3.882945783775177
48.99441021881957
-5.647661343365027
21.51342227384438
50.17472821389958
-3.719157440187506
3.6472011129819
50.08590922433471
-3.307300152943053
3.032045462002515
78.89033036041573
10.93170972530203
-121.02247756108
-5.066466722256155
-5.959855405553627
0.4323846883531033
-5.066466722256155
-5.959855405553627
0.4323846883531033
45.46274958412862
-4.273894094864633
11.94182219878757
80.39298058537977
11.37355120532876
-122.0874069460505
14.81484050398539
-2.594914362926391
-18.20628779237159
48.14955919355897
-3.03393871795457
7.596995911805423
-8.81203538265904
-5.626047206387232
1.140039451001175
45.80604977810269
-4.099960221843257
17.0642216677492
45.90974740063574
-4.097767770347452
17.58460248323514
53.57700552425529
-4.337233745135033
25.02351862837788
50.21919681037723
-1.883596642435674
2.81930291151798
13.15419822347961
-0.1371326184888055
-16.40659838025841
4.90338497759775
-1.641550236300894
-8.176088932361029
16.99810127708545
0.7190804542454301
-20.20324285734183
48.62395197806682
0.3724792291106698
2.67699028901619
4.533791967677772
-1.030384100988409
-8.382299571454643
10.89166665429568
0.7381581394875446
-14.26890227644807
25.70026634146579
4.049395632407685
-30.5164581788735
11.92757166390901
1.174002839031332
-15.8475705450735
24.64467846428097
4.193631750328602
-30.16030035055878
8.46736385718647
0.6380554167330349
-11.74528948772103
2.400468503464441
-0.619148484876659
-5.790950586831684
5.889236115315617
0.04742949393302117
-8.261862663647426
73.80127734795178
8.849974724057269
-29.85696126526092
50.08226057784157
0.06556060914783061
21.57309256945929
1.427538126996537
0.1074238508720245
-5.166084472587852
46.051856660924
1.342981494645743
13.42542678921972
-2.028502817105778
-0.1615389139827691
-1.729556919305972
-2.078189978087719
0.1627508660094238
-1.708947478924548
46.90663986801368
1.682185996053134
17.96244727922383
-11.09630616621199
0.04866158080701125
1.383350037537746
-13.81289296355728
0.05291357595516117
1.071824565319121
-16.51163595450548
0.08348566266180296
-0.009952748684197339
75.26694748140422
16.28578674962082
-29.9811927814318
-1.609186806359883
4.826321149070613
-2.318074373001305
-8.424345861244007
4.617339052920869
0.8936464309078856
-13.88805374025326
4.846227119644568
1.101670261015658
-14.21770709409149
4.865369631866454
0.980729326587359
-7.310070282680739
6.102131726289004
0.5339224569707907
-6.337878505780055
7.058389641194076
0.6506398992287253
-8.07036386622433
7.120341488792072
1.045458502018694
-7.848882565827859
7.634748579789332
0.9347933352932127
-12.72023586387332
7.168002097590397
1.187360772129487
-5.687516863196325
8.718525197462938
-0.3213716896941236
-6.125232759333182
8.855032838279197
-0.2286145090518508
-14.94548286453784
8.391158369782682
0.02310297770537913
-14.66701549716925
8.684787745911287
0.1024198330397976
-15.07614574338751
8.871063433191315
0.004711986930969377
-4.099795679912148
11.76005882209208
-0.380058935062215
-3.592591345090439
12.19713740213015
-0.7810755461301438
-13.19956282995944
12.12342124249406
-1.723020444373804
-16.19606030097502
11.62741088396143
-0.01691000110773798
-11.13118883477803
12.5544520097641
1.248850067758839
-9.325470868072347
-24.9712561509022
1.643827364223177
-9.988375992409138
-24.9596171363143
1.593243971485049
-9.988375992409138
-24.9596171363143
1.593243971485049
-9.178975659935929
-24.96313565983722
1.672736891095745
-9.178975659935929
-24.96313565983722
1.672736891095745
0.1782753140500502
-22.30327960579455
48.27146314707888
-9.389795579353233
-24.8557342133559
1.579568712864713
-9.573494085815849
-24.63769828543028
1.586082218155241
-5.704849139650856
-24.02103498598623
1.789612871200674
-4.129745063650144
-24.1175188792095
0.1885981916592732
-0.2359227667835392
-21.65404790090019
47.90102475529714
40.37177800412558
-25.57314246707367
-1.68698177405914
-0.1176228901072342
-21.63270030244253
48.00410666357899
16.20285886935641
-25.32257107332952
-19.38464445203428
16.20285886935641
-25.32257107332952
-19.38464445203428
50.09491832950035
-25.09851893933875
3.115300317884446
50.15539066061463
-24.87928580261462
3.068498606784955
49.3200230315745
-24.51580583704638
4.207143215293306
-0.08882784405665846
-21.12672998219784
48.04644215500349
-0.4756136407112965
-21.05953493927192
48.03329092495908
-0.2504036223737801
-21.05047755063216
48.02893117880407
-6.980048905400089
-22.76904261441232
3.959102455167641
-0.4890010483099976
-20.44148563168489
47.29039473719678
43.77079596998247
-22.3374493635979
17.20676478097505
47.84837694833282
-22.57848765044863
8.95866395054167
47.87543290378915
-22.5857879698968
8.939733162202133
46.68372713611255
-22.36059197436641
13.69454387459611
49.36435169439034
-22.60663337513801
4.138098946024241
2.140416972787031
-21.31487338835233
-4.386101205933981
0.6501596182353966
-21.2440214179989
-2.864135407500607
-5.215319434465703
-20.91353275817435
0.542047634122102
62.58840336204011
-23.7131095240852
-80.82231178872647
-0.4911763951727798
-19.45018767181099
47.8758491210602
3.139752127454893
-20.55727089755139
-5.124531114783799
-0.1539131154162088
-19.35172181240385
48.10272604399282
15.93107906812561
-20.86170448484332
-19.07659494628949
-0.4074999675727676
-19.27558525222969
47.88589741127662
22.29493306644918
-21.03090832547683
-26.86210903125044
-2.360038044227768
-19.90905187301506
0.1026323663396372
22.59117210420566
-20.09265001393565
-26.96693075482657
0.6991712863786412
-18.62047669911371
48.0538818775508
21.91125872664788
-19.61899850538474
-26.68544324170454
46.22648074445619
-19.27754708429758
14.61202587985323
46.15472971873373
-19.30138709901721
13.6216147701397
66.3535127424089
-20.38303499686911
-85.59812526841446
66.43304101078394
-20.37268422828921
-85.72957799177455
0.1788719107723355
-18.54539011770159
48.15151787737559
21.62409112427619
-19.46917428976721
-26.60317662049239
47.24878743737137
-19.12680898559915
19.99117332711367
207.0906774694798
-23.60867228466281
-327.1503767917359
63.15938629446408
-19.68833402668451
-81.99501228586777
-13.79709031238191
-18.36182535189151
1.981625974327791
62.36408969662299
-19.09835969502273
-81.1202503726863
31.13823920419265
-18.29768544568095
-37.65921341074678
46.30623139483746
-17.98988151355473
18.79467152259943
65.416617778572
-17.94831470658234
-84.96590829485717
-6.712412330830849
-17.35854570383608
1.509503560577176
-11.50066029804863
-17.26907404520566
2.041423723800275
3.022928325975994
-17.20095249351393
-5.502273183707792
209.0958817746842
-15.10231149502136
-328.2275852078814
-2.365018856123241
-17.06124500201601
-0.1203045729457699
-6.804809324273101
-17.00246666993298
1.623596091294008
-6.804809324273101
-17.00246666993298
1.623596091294008
45.19861014731988
-16.95161391088111
14.18452038088846
45.95255900135898
-16.83612335251134
13.81275165816711
-7.054913154554537
-16.76225627499943
1.452748066370487
-7.861889127289745
-16.64877396025048
1.918959896183318
-7.905775792788109
-16.64168161524666
1.921972703314242
46.94563054029413
-16.34918947403755
18.04721781834103
46.96350854144359
-16.34031785828725
18.2293057633524
47.07955000039492
-16.13092024098439
14.64797261796197
30.72965909074229
-15.11746980556916
-37.16606600754955
72.76665694054059
-14.05491384632886
-33.85593015865818
690.8661785588823
13.62395335408589
-976.4992681260038
141.1283203721466
-10.30720793444866
-137.2529567677628
23.47119003786467
-13.94632486826361
-28.46861643029306
14.92113596583725
-14.17329491683949
-18.14704755909786
38.29988835120056
-12.44099190024883
-47.71397104698067
80.69614243640333
-11.53871769631745
-48.6815622025615
708.0363248107708
28.56426923079574
-986.0287446477481
9.363048438048629
-13.35883338277369
-13.21845790289319
213.5850408713448
1.075869324252341
-342.5679481780449
703.2316117191322
35.8595108158441
-986.4341944062717
87.62353825099045
-8.830876669527376
-58.5369453252745
689.845873682641
43.53479230163789
-986.1124848728281
213.8422005297822
6.531026005893797
-343.1272720188145
214.3386686481672
7.134545562856824
-342.857354239566
214.3386686481672
7.134545562856824
-342.857354239566
680.4358082558548
46.80133975187263
-972.973720774296
4.58516377393192
-12.42871873118843
2.677867835390129
49.89148039276354
-11.45983572587646
3.263619598614454
54.29980252241108
-10.92578394828583
-5.822554916984045
54.78858870231619
-10.70231705020783
-6.658999983217743
45.84016097289198
-11.29680520537387
11.93303415808616
21.88535544841499
-13.62561031395039
48.79140930829394
45.76666254986186
-11.19870195971797
14.31642574315492
49.12221282772437
-10.29665765543765
2.208720355635234
45.84247346582475
-10.85287178190441
14.29313091244731
47.85681515257275
-11.0094476611598
19.73594844117588
48.00313687534124
-10.99228650884137
19.83418605756005
1.349151001507661
-10.80731398094388
-5.102433933292375
45.77131419289002
-10.42118954752756
15.36456188461828
47.97329900834141
-10.26681920092618
20.43292629169791
79.52620482745159
-1.132262393052531
-113.3727825909767
47.86484741451214
-10.23341271503968
20.21824661262893
-12.65139461036085
-11.05817105454452
1.882672683845437
47.53426693857274
-9.361118745295803
9.898080582589831
47.5625689188156
-9.369997687178223
9.846557509662265
13.90355757607676
-8.580968486393001
-17.01475451340178
81.49476183775738
0.2569180741221353
-111.8121385199992
-7.551188068968679
-9.969023507877591
1.299887538152757
7.127390420426952
-8.166600335814007
-11.1716546030086
46.55010000783144
-8.4687342622526
14.60840123641249
75.65939121512598
2.101160521984779
-115.9131788614305
13.66133684488522
-7.113306115021379
-16.84923090024064
81.35470005090228
3.153309968354656
-113.6226536614813
50.81846778944419
-6.592127171119875
-0.5061600684907905
24.7859388922233
-5.393371279928695
-30.92601700222522
46.25716331616542
-7.675490105117963
14.416753037959
49.83890112353829
-6.69269333248318
4.462974229173969
44.12604659942981
-1.885091965875966
-56.81263613417774
56.5639147170894
-5.946634614300391
2.805191833562657
47.37202493307117
-6.763763534104183
8.798950044443501
39.45987759030148
-2.355017145632593
-50.08268339285283
37.71707691224167
-2.375224696457782
-47.77686683725196
45.71208001423243
-6.452175400208533
13.23521327395722
47.35343160559768
-5.837270383849044
8.724865047646873
45.5732773601768
-5.868711681463165
13.13280978260407
46.84279300923561
-5.521025502936753
18.15291723572166
10.35167667711304
-4.24871979724243
-14.69083522029582
45.02079923975587
1.969850987309441
-59.06399870439157
48.86204513922858
-5.597173171277634
21.08694553850187
46.84590928874304
-5.422919714002251
18.35363868935649
10.18517958164724
-4.02455047966862
-14.26496240994001
78.74627757862194
10.50423559153582
-120.8279732422731
45.34607966806566
-4.276225922596162
12.45267976912431
45.55937436266637
-4.152964538621364
11.44381810490414
9.302299721273961
-3.59310407735957
-13.48949623140081
45.41362681763196
-4.243530708019668
12.71929809293488
45.42299194305366
-4.137678527976311
12.14902652014982
-3.008468527180343
-5.332161198721926
-1.015385182084534
45.21059922107133
-4.192421864197916
15.27288231354922
45.44641787244705
-4.160744273758977
16.55136175830523
45.254252772806
-4.05045252895003
15.35830620881377
-2.420089701850568
-4.83342710247322
-1.475560941473984
13.70985427300451
-2.070899279157002
-16.94106898545983
50.56880405143833
-1.634363133928196
3.177023876000758
50.10199840844412
-1.638880417125393
2.893840311306527
50.10199840844412
-1.638880417125393
2.893840311306527
46.79462685465138
-2.675038370403849
14.68984218877698
46.59869127447949
-2.719301342544695
15.32573270347125
50.04550208528426
-0.9840429907232324
2.858925404601468
23.5730650114141
1.19541110996511
-29.4169760156882
79.43129336578238
16.17062930827648
-123.6543294523878
14.07692062504882
-0.5689659981387827
-16.97388524395465
7.823111843245637
-1.63693102150853
-11.02722704490389
49.40514200602228
-0.7744663110100267
5.93537741571227
46.31010952115297
-0.6134643818696999
11.11548572378291
46.31010952115297
-0.6134643818696999
11.11548572378291
9.599280566268964
-0.1355235897414222
-12.59279933552241
25.28526823837193
3.745708523440857
-30.56357623712035
46.30918622806639
-0.2126407064244538
11.53401932401958
46.2220376584518
-0.4159921864248967
14.47541177347922
17.04939426131611
2.107532904946936
-19.75588009361625
17.19602754254605
2.288565315925722
-19.79847042296218
1.947613762145735
-0.5645599513742859
-5.336474766076008
46.45951901217509
-0.03555137676544175
16.15782543709899
46.41829422888659
-0.0597512245522493
17.07774578479109
0.8234378862432112
-0.4336540143024986
-4.408939965323039
49.48048482241124
0.1047946943451431
20.70330315967394
-4.415208312295317
-0.2250882265454624
-0.5237918362029725
21.86516089024017
6.469948498183192
-27.41337777906902
-9.216766343174802
-0.3643209444797
1.326907122542113
46.46577973254348
2.757182135979789
11.529773048355
-9.461496609820671
-0.1476624659925664
1.328698297495754
17.9839941329172
8.88528783806375
-31.21633112642588
17.98496243573305
9.155026882855285
-31.22777489101125
17.96254347442368
9.411580349531301
-31.19819946151295
18.09743808786096
9.584383920516464
-31.22039500773516
-7.690559626723044
1.862327072739246
1.36100740728612
79.91057620237606
15.3289169882502
-27.67110922090875
-7.240686807437967
2.038356949678351
1.295252513401367
80.05378148156215
16.02028827204141
-27.69298193796523
76.50394893436746
16.17547863860313
-27.83736580044403
-9.342064726017805
2.756970392800265
0.349335625173206
-7.434722664165568
3.294014479908652
0.4811114489554434
-7.096784656125338
3.736719270939159
0.7759662637822126
-11.59503695535267
5.356222204181186
1.474013696208234
-2.888526733327275
7.166366573040714
-1.62057871831296
-11.51020312815819
5.992103327187746
0.8987718102558636
-6.946465288528767
7.066762466100342
0.8600322974992346
-5.836313015491656
8.259029020688134
-0.2849461225030125
-7.363893442406854
7.878821242997044
0.6416624067618075
-5.86780780298094
8.554670016528448
-0.1700026680919358
0.7371770511540902
11.10191504024823
-4.274197592971417
